mpry0,mpry1,mpry2,pitch,roll,yaw,vgx,vgy,vgz,templ,emph,tof,h,bat,baro,time,agx,agy,agz,Padding,Line #,Padding,x,y,z,z_Relative,Navigation Direction
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.47,  167,  -1.0,  3.0,  -1001.0,         , 0,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.47,  167,  -1.0,  4.0,  -997.0,         , 1,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.41,  167,  -1.0,  5.0,  -1001.0,         , 2,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.44,  167,  -3.0,  4.0,  -999.0,         , 3,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.39,  167,  -1.0,  5.0,  -1002.0,         , 4,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.46,  167,  -1.0,  6.0,  -999.0,         , 5,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.46,  167,  0.0,  5.0,  -997.0,         , 6,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.49,  167,  -1.0,  6.0,  -999.0,         , 7,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.51,  167,  0.0,  5.0,  -1000.0,         , 8,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.5,  167,  -1.0,  4.0,  -1003.0,         , 9,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.4,  167,  -1.0,  6.0,  -1002.0,         , 10,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.51,  167,  -1.0,  6.0,  -1000.0,         , 11,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.53,  167,  -1.0,  6.0,  -1001.0,         , 12,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.54,  167,  0.0,  4.0,  -1001.0,         , 13,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.48,  167,  -1.0,  5.0,  -998.0,         , 14,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.5,  167,  0.0,  6.0,  -999.0,         , 15,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.44,  167,  -3.0,  6.0,  -1000.0,         , 16,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.54,  167,  -1.0,  5.0,  -1000.0,         , 17,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.49,  167,  -3.0,  6.0,  -998.0,         , 18,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.47,  167,  -2.0,  5.0,  -1001.0,         , 19,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.45,  167,  -1.0,  5.0,  -998.0,         , 20,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.49,  167,  0.0,  6.0,  -1001.0,         , 21,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.48,  167,  -2.0,  4.0,  -998.0,         , 22,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.51,  167,  -2.0,  4.0,  -997.0,         , 23,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.54,  167,  -1.0,  6.0,  -999.0,         , 24,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.48,  167,  -1.0,  7.0,  -999.0,         , 25,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.48,  167,  -2.0,  5.0,  -999.0,         , 26,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.55,  167,  -3.0,  5.0,  -1001.0,         , 27,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  81,  83,  10,  0,  63,  1878.55,  167,  -3.0,  5.0,  -1001.0,         , 28,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  82,  83,  10,  0,  63,  1878.45,  167,  -1.0,  5.0,  -1001.0,         , 29,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  82,  83,  10,  0,  63,  1878.51,  167,  -3.0,  4.0,  -1000.0,         , 30,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  89,  0,  0,  0,  82,  83,  10,  0,  63,  1878.55,  167,  -1.0,  6.0,  -997.0,         , 31,        , 0, 0, 0, 10, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  74,  70,  63,  1879.41,  171,  -20.0,  23.0,  -1012.0,         , 32,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  81,  83,  74,  70,  63,  1879.34,  171,  -13.0,  3.0,  -995.0,         , 33,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  74,  70,  63,  1879.37,  172,  -13.0,  13.0,  -1005.0,         , 34,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  74,  70,  63,  1879.27,  172,  -19.0,  14.0,  -1011.0,         , 35,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  74,  70,  63,  1879.36,  172,  -22.0,  13.0,  -988.0,         , 36,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.34,  172,  -15.0,  8.0,  -987.0,         , 37,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.32,  172,  -17.0,  12.0,  -993.0,         , 38,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  -1,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.36,  172,  -17.0,  7.0,  -983.0,         , 39,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.34,  172,  -11.0,  25.0,  -1005.0,         , 40,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.34,  172,  -19.0,  25.0,  -974.0,         , 41,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.32,  173,  -20.0,  12.0,  -986.0,         , 42,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.29,  173,  -14.0,  8.0,  -1011.0,         , 43,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  81,  83,  73,  70,  63,  1879.23,  173,  -13.0,  26.0,  -1009.0,         , 44,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.28,  173,  -8.0,  41.0,  -1023.0,         , 45,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.29,  173,  -13.0,  4.0,  -988.0,         , 46,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.33,  173,  -7.0,  16.0,  -999.0,         , 47,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.33,  173,  -21.0,  10.0,  -989.0,         , 48,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.31,  173,  -13.0,  2.0,  -992.0,         , 49,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.32,  173,  -19.0,  13.0,  -1011.0,         , 50,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.36,  174,  -11.0,  15.0,  -1013.0,         , 51,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.29,  174,  -12.0,  15.0,  -1008.0,         , 52,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.28,  174,  -21.0,  15.0,  -992.0,         , 53,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  73,  70,  63,  1879.34,  174,  -18.0,  19.0,  -984.0,         , 54,        , 0, 0, 70, 73, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  74,  70,  63,  1879.38,  174,  -15.0,  5.0,  -1006.0,         , 55,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  74,  70,  63,  1879.3,  174,  -18.0,  17.0,  -985.0,         , 56,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  74,  70,  63,  1879.34,  174,  -18.0,  0.0,  -995.0,         , 57,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  74,  70,  63,  1879.25,  174,  -31.0,  14.0,  -969.0,         , 58,        , 0, 0, 70, 74, [0 0 0 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  74,  70,  63,  1879.31,  175,  -23.0,  21.0,  -996.0,         , 59,        , 0, 0, 70, 74, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  74,  80,  63,  1879.38,  175,  -15.0,  -4.0,  -1006.0,         , 60,        , 0, 1, 80, 74, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  75,  80,  63,  1879.38,  175,  -17.0,  0.0,  -978.0,         , 61,        , 0, 2, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  88,  0,  0,  0,  80,  82,  75,  80,  63,  1879.26,  175,  -23.0,  29.0,  -990.0,         , 62,        , 0, 3, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  0,  0,  80,  82,  75,  80,  63,  1879.35,  175,  -19.0,  29.0,  -1004.0,         , 63,        , 0, 4, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  0,  0,  80,  82,  75,  80,  63,  1879.32,  175,  -22.0,  32.0,  -1005.0,         , 64,        , 0, 5, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -3,  0,  88,  0,  1,  0,  80,  82,  75,  80,  63,  1879.31,  175,  -25.0,  0.0,  -1010.0,         , 65,        , 0, 6, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -3,  0,  88,  0,  1,  0,  80,  82,  75,  80,  63,  1879.32,  175,  -20.0,  -4.0,  -1007.0,         , 66,        , 0, 7, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  1,  0,  80,  82,  75,  80,  63,  1879.28,  175,  -20.0,  8.0,  -1005.0,         , 67,        , 0, 8, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  1,  0,  80,  82,  75,  80,  63,  1879.3,  176,  -20.0,  14.0,  -1013.0,         , 68,        , 0, 9, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  2,  0,  80,  82,  76,  80,  63,  1879.33,  176,  -32.0,  1.0,  -993.0,         , 69,        , 0, 10, 80, 76, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  2,  0,  80,  82,  76,  80,  63,  1879.33,  176,  -32.0,  1.0,  -993.0,         , 70,        , 0, 11, 80, 76, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  2,  0,  80,  82,  75,  80,  63,  1879.35,  176,  -28.0,  18.0,  -989.0,         , 71,        , 0, 12, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  2,  0,  80,  82,  75,  80,  63,  1879.34,  176,  -27.0,  15.0,  -1005.0,         , 72,        , 0, 13, 80, 75, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  88,  0,  2,  0,  80,  82,  75,  80,  63,  1879.41,  176,  -39.0,  13.0,  -997.0,         , 73,        , 0, 14, 80, 75, [0 0 Foward 0 0 0 0 YarRight]
1,-1,-1,  -2,  0,  88,  0,  2,  0,  80,  82,  75,  80,  63,  1879.27,  176,  -31.0,  12.0,  -1006.0,         , 74,        , 0, 15, 80, 75, [0 0 Foward 0 0 0 0 YarRight]
1,-1,-1,  -2,  0,  91,  0,  2,  0,  80,  82,  75,  80,  63,  1879.24,  176,  -31.0,  13.0,  -982.0,         , 75,        , 0, 16, 80, 75, [0 0 Foward 0 0 0 0 YarRight]
1,-1,-1,  -2,  0,  94,  0,  2,  0,  80,  82,  75,  80,  63,  1879.33,  177,  -34.0,  -7.0,  -1024.0,         , 76,        , 0, 17, 80, 75, [0 0 Foward 0 0 0 0 YarRight]
1,-1,-1,  -2,  0,  97,  0,  2,  0,  80,  82,  74,  80,  63,  1879.29,  177,  -24.0,  5.0,  -997.0,         , 77,        , 0, 18, 80, 74, [0 0 Foward 0 0 0 0 YarRight]
1,-1,-1,  -2,  0,  100,  0,  2,  0,  80,  82,  74,  80,  63,  1879.2,  177,  -42.0,  2.0,  -996.0,         , 78,        , 0, 19, 80, 74, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  103,  0,  2,  0,  80,  83,  74,  80,  63,  1879.29,  177,  -51.0,  4.0,  -1010.0,         , 79,        , 0, 20, 80, 74, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  108,  0,  2,  0,  80,  83,  74,  80,  63,  1879.32,  177,  -49.0,  7.0,  -982.0,         , 80,        , 0, 21, 80, 74, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  108,  0,  2,  0,  80,  83,  73,  70,  63,  1879.25,  177,  -38.0,  17.0,  -1000.0,         , 81,        , 0, 22, 70, 73, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  107,  0,  2,  0,  80,  83,  73,  70,  63,  1879.34,  177,  -34.0,  -5.0,  -1004.0,         , 82,        , 0, 23, 70, 73, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  107,  0,  2,  0,  80,  83,  73,  70,  63,  1879.42,  177,  -32.0,  -1.0,  -991.0,         , 83,        , 0, 24, 70, 73, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -2,  0,  107,  0,  3,  0,  80,  83,  73,  70,  63,  1879.38,  177,  -48.0,  0.0,  -984.0,         , 84,        , 0, 25, 70, 73, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  107,  0,  3,  0,  80,  83,  73,  70,  63,  1879.4,  178,  -57.0,  3.0,  -997.0,         , 85,        , 0, 26, 70, 73, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  107,  0,  3,  0,  80,  83,  72,  70,  63,  1879.27,  178,  -39.0,  -9.0,  -1007.0,         , 86,        , 0, 27, 70, 72, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  107,  0,  3,  0,  80,  82,  72,  80,  63,  1879.32,  178,  -39.0,  -14.0,  -994.0,         , 87,        , 0, 28, 80, 72, [0 0 Foward 0 0 0 YarLeft 0]
1,-1,-1,  -1,  0,  107,  0,  3,  0,  80,  82,  72,  80,  63,  1879.29,  178,  -27.0,  -11.0,  -998.0,         , 88,        , 0, 29, 80, 72, [0 0 Foward 0 0 0 YarLeft 0]
1,-1,-1,  -1,  0,  108,  0,  3,  0,  80,  82,  72,  80,  63,  1879.31,  178,  -39.0,  -8.0,  -989.0,         , 89,        , 0, 30, 80, 72, [0 0 Foward 0 0 0 YarLeft 0]
1,-1,-1,  -1,  0,  107,  0,  3,  0,  80,  82,  72,  80,  63,  1879.33,  178,  -32.0,  -3.0,  -993.0,         , 90,        , 0, 31, 80, 72, [0 0 Foward 0 0 0 YarLeft 0]
1,-1,-1,  -1,  0,  104,  0,  3,  0,  80,  82,  72,  80,  63,  1879.35,  178,  -26.0,  -21.0,  -989.0,         , 91,        , 0, 32, 80, 72, [0 0 Foward 0 0 0 YarLeft 0]
1,-1,-1,  -1,  0,  101,  0,  3,  0,  80,  82,  72,  80,  63,  1879.33,  178,  -29.0,  -11.0,  -991.0,         , 92,        , 0, 33, 80, 72, [0 0 Foward 0 0 0 YarLeft 0]
1,-1,-1,  -1,  0,  94,  0,  3,  0,  80,  82,  72,  80,  63,  1879.34,  179,  -18.0,  -16.0,  -1001.0,         , 93,        , 0, 34, 80, 72, [0 0 Foward 0 0 0 YarLeft 0]
1,-1,-1,  -1,  0,  91,  0,  3,  0,  80,  82,  72,  80,  63,  1879.34,  179,  -22.0,  -19.0,  -999.0,         , 94,        , 0, 35, 80, 72, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  0,  0,  88,  0,  3,  0,  80,  82,  71,  80,  63,  1879.31,  179,  -23.0,  -3.0,  -988.0,         , 95,        , 0, 36, 80, 71, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  85,  0,  3,  0,  80,  81,  71,  80,  63,  1879.19,  179,  -14.0,  -13.0,  -1010.0,         , 96,        , 0, 37, 80, 71, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  82,  0,  3,  0,  80,  81,  71,  80,  63,  1879.19,  179,  5.0,  -37.0,  -1010.0,         , 97,        , 0, 38, 80, 71, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  -1,  0,  81,  0,  3,  0,  80,  81,  71,  80,  63,  1879.22,  179,  -14.0,  -6.0,  -971.0,         , 98,        , 0, 39, 80, 71, [0 0 Foward 0 0 0 0 0]
1,-1,-1,  0,  0,  82,  0,  3,  0,  80,  81,  71,  80,  63,  1879.25,  179,  -14.0,  -7.0,  -999.0,         , 99,        , 0, 40, 80, 71, [0 0 Foward 0 0 0 0 0]
